,Job Title,Location,Applicant Count,Job Poster,Requirements,Job URL
314,Lecturer / Senior Lecturer in Statistical/Mathematical Data Science,"Camperdown, New South Wales, Australia",5,,"['2 x full time, continuing positions. Located on the Camperdown Campus at the School of Mathematics and Statistics', 'Join a world-class community of data scientists, statisticians and mathematicians', 'Base Salary, Level B/C $113K - $159K + 17% superannuation', 'work closely with other school members in statistical/mathematical data science and related areas', 'conduct high-quality research in statistical/mathematical data science or related areas', 'teach graduate and undergraduate courses in data science, a variety of statistics subjects, and mathematics for students from different disciplinary backgrounds', 'commit to flexible work arrangements and curriculum development of Master of Data Analytics', 'supervise and coordinate graduate and undergraduate students', 'attract external funding and connect with partners.', 'a PhD (or near completion) in Data Science, Statistics, Applied Mathematics, Mathematics, CS, or related areas', 'evidence of independent research, compatible with the standards at The University of Sydney', 'evidence of ability, versatility, and commitment to excellence in teaching', 'a developing network of relationships with key academic, industry, and professional institutions', 'a developing knowledge of the key strategic issues in data science and the higher education sector', 'experience of supervising students and coordinating team activities', 'additional requirement for Senior Lecturer position is experience of supervising students at postgraduate level.']",https://www.linkedin.com//jobs/view/3483371088/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=YdbHwj0I0M8D11%2BII%2BCbVQ%3D%3D&trk=d_flagship3_search_srp_jobs
315,Online Data Analyst - English Speaker in Australia,Australia,81,Mark Tristan Mendoza,"['Full Professional Proficiency in English', 'You must be living in Australia for the last 2 consecutive years', 'Ability to follow guidelines and do research online using search engines, online maps and website information', 'You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Australia', 'Being open to work across a diverse set of Task Types (e.g. News, Audio tasks, Relevance)', 'Applicants must be 18 years or over. ID verification must be attached when submitting your application.', 'Earn extra income', 'Access to our community wellbeing initiative', 'Remote work & Location Independence', 'Be your own boss']",https://www.linkedin.com//jobs/view/3480712038/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=Z4lOsdFODJpsGUmKy5HIkQ%3D%3D&trk=d_flagship3_search_srp_jobs
316,Senior Data Analyst,"Brisbane, Queensland, Australia",55,Gabriela Leal,"['Determine Business data migration requirements and the target solution’s data migration requirements and undertake data mapping from legacy systems to the target solution (Dynamics 365).', 'Work with ETL Developers to build the data migration solution as specified in the data mapping.', 'Work with Developers, Business Analysts and Business representatives to profile the data in the source systems.', 'Participate in data extracts, transformations and load activities and validate the data has been migrated as specified.', 'Develop SQL to facilitate ETL activities, data quality reporting and data reconciliation/validation', 'Participate in defect management activities and facilitate the resolution of data migration defects.', 'Work with Business representatives to develop data reconciliation plans that will ensure the business will signoff the data migration at go-live.', 'Work with the Business to execute the data reconciliation plans during trial data migrations and during cutover.', 'Work with Business representatives and the Data Cleansing team to ensure data quality issues are logged and resolved.', 'Manage the delivery of work to a schedule and assist in the setting and managing of expectations.', 'Use high level communication skills to negotiate, establish, and maintain networks and working relationships.', 'Apply standardised templates, methodologies and processes for data analysis activities and related project documentation.', 'Lead and work collaboratively with a wide range of staff at all levels.', 'Contribute to business integration, change management, and testing activities.', 'Actively manage a working environment supporting quality human resource management practices including employment equity, anti-discrimination, occupational health and safety, and ethical behaviour.', 'Take the Information and Data Architect conceptual data model and extend it to a logical and physical model as required.']",https://www.linkedin.com//jobs/view/3480905134/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=4sgstrn%2F6G%2FtCSjRbYd8dw%3D%3D&trk=d_flagship3_search_srp_jobs
317,Data Analyst/ Engineer,"Perth, Western Australia, Australia",14,,"['Opportunity to Work at Rio Tinto', 'Attractive Hourly Rate', 'Amazing Work Flexibility: Home, Office or Site', 'Bachelor degree with a major in Computer Science, Mathematics, Data Science or similar', 'Proficiency in Python data manipulation and analysis, ideally with experience in PySpark', 'Focus', 'Experience delivering data storage solutions, data cleansing and analysis', 'Ability to communicate technical contents and complex ideas to non-technical audiences at all levels of the organisation', 'Excellent analytical skills which lead to the development of data driven insights and recommendations', 'Ability to perform data quality and data sense checking with good attention to detail', 'Well-developed written and verbal communications skills', 'Experience visualisation data in PowerBI', 'Proficiency in MS Office, Excel, Word, PowerPoint', 'Experience in Azure Cloud such as Synapse', 'Basic understanding of code version control', 'Current Australian Drivers Licence', 'Full Working Rights in Australia']",https://www.linkedin.com//jobs/view/3459729711/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=g2vzeUQrGzEw8VhjwvDHDg%3D%3D&trk=d_flagship3_search_srp_jobs
318,Junior Big Data Engineer,"Sydney, New South Wales, Australia",2,,"['Experience: 4+ years of experience', 'Hands on (must)', 'Big Data ( Hadoop ecosystem ) - , Spark', 'Data bricks experience ( Lakehouse )', 'Hands on (good to have)', 'Teradata , \\MS SQL Server', 'Design experiences', 'Visualization experience', 'either (or more) Tableau, PowerBI, Alteryx', 'Good communication skills and attitude to learn']",https://www.linkedin.com//jobs/view/3480265486/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=N3CtGAiTw9Wv7W%2FgTUzCjQ%3D%3D&trk=d_flagship3_search_srp_jobs
319,Senior Data Analyst / Senior Reporting Lead,"Sydney, New South Wales, Australia",2,,"['Manage and execute elaboration sessions from a leadership perspective. Facilitate incoming initiatives and undertake triage during ideation.', 'Coach and mentor the reporting analyst team.', 'Act as key business contact point for end-to-end delivery of initiatives.', 'Support the Reporting Manager as and when required for business operations.', 'Provide expert knowledge on BI tools and reporting to ensure business engagement discussions are guided towards achieving excellence in both the BI tool and reporting outcomes.', 'Liaise with the business to understand requirements and translate into technical specifications for user stories in JIRA.', 'Conduct complex data analysis, data mapping and data modelling to identify technical solutions using SQL to understand and define the attributes and map the correlation of the entities.', 'Translate Business Process into mapping and design concepts.', 'Capture and maintain all documentation relating to requirement analysis.', 'Collaborate with all levels of the business and IT including project managers, scrum masters, business analysts, solution architects, developers, data engineers, testers and external vendors.', 'Provide thought leadership on technical business analysis standards and methodologies and contribute to continuous improvement.', 'Participate in key agile rituals across the scrum team and support systems testing and user acceptance testing.', 'Contribute to data governance by escalating data quality issues and inconsistencies for assessment and remediation.', '10+ years of experience as a Technical Business Analyst/Senior Data Analyst on data and reporting projects.', ""3+ years' experience in managing a team of individuals."", 'Experience in a variety of data & reporting and projects, specifically Agile environments.', 'Indepth experience in requirements gathering, data analysis and data modelling.', 'Extensive Business Process mapping and design experience.', 'Strong analytical and design skills, accompanied by practical development experience in Extract, Transform, Load (ETL).', 'Strong SQL skills.', 'A broad range of experience in technical reporting analysis applications in a complex information system environment.', 'Experience working with developments and build in reporting, data visualisation and business intelligence solutions']",https://www.linkedin.com//jobs/view/3484805546/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=3yt9K9%2BrhH3OzPYCIJk6Yw%3D%3D&trk=d_flagship3_search_srp_jobs
320,Senior Data Analyst / Senior Reporting Lead,"Sydney, New South Wales, Australia",2,,"['Manage and execute elaboration sessions from a leadership perspective. Facilitate incoming initiatives and undertake triage during ideation.', 'Coach and mentor the reporting analyst team.', 'Act as key business contact point for end-to-end delivery of initiatives.', 'Support the Reporting Manager as and when required for business operations.', 'Provide expert knowledge on BI tools and reporting to ensure business engagement discussions are guided towards achieving excellence in both the BI tool and reporting outcomes.', 'Liaise with the business to understand requirements and translate into technical specifications for user stories in JIRA.', 'Conduct complex data analysis, data mapping and data modelling to identify technical solutions using SQL to understand and define the attributes and map the correlation of the entities.', 'Translate Business Process into mapping and design concepts.', 'Capture and maintain all documentation relating to requirement analysis.', 'Collaborate with all levels of the business and IT including project managers, scrum masters, business analysts, solution architects, developers, data engineers, testers and external vendors.', 'Provide thought leadership on technical business analysis standards and methodologies and contribute to continuous improvement.', 'Participate in key agile rituals across the scrum team and support systems testing and user acceptance testing.', 'Contribute to data governance by escalating data quality issues and inconsistencies for assessment and remediation.', '10+ years of experience as a Technical Business Analyst/Senior Data Analyst on data and reporting projects.', ""3+ years' experience in managing a team of individuals."", 'Experience in a variety of data & reporting and projects, specifically Agile environments.', 'Indepth experience in requirements gathering, data analysis and data modelling.', 'Extensive Business Process mapping and design experience.', 'Strong analytical and design skills, accompanied by practical development experience in Extract, Transform, Load (ETL).', 'Strong SQL skills.', 'A broad range of experience in technical reporting analysis applications in a complex information system environment.', 'Experience working with developments and build in reporting, data visualisation and business intelligence solutions']",https://www.linkedin.com//jobs/view/3484806467/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=g4sNtl1Uy1yDmqJXJLG0Og%3D%3D&trk=d_flagship3_search_srp_jobs
321,Junior Big Data Engineer Role,"Sydney, New South Wales, Australia",5,,"['Experience: 5+ years of experience', 'Hands on (must)', 'Big Data ( Hadoop ecosystem ) - towards Data ingestion / ETL side', 'Data bricks experience ( Lakehouse )', 'Hands on (good to have)', 'Teradata , \\MS SQL Server', 'Design experiences', 'Visualization experience', 'either (or more) Tableau, PowerBI, Alteryx', 'Good communication skills and attitude to learn', 'Strong engagement with both technical and non-technical stakeholders', 'XPT Software Australia PTY Ltd, incorporated in 2016, is a Software services company catering to a vast variety of clients across Australia in Banking, Insurance, Telecom, Mining and Manufacturing etc domains.', 'We have 90+ technocrats in Australia working at our client project locations at Melbourne, Sydney, Brisbane, Perth, Adelaide etc.', 'We engage with our clients for their IT services, R&D, Staff augmentation and Permanent hiring needs for Australia', 'XPT Software Australia is part of group companies which has global presence across India (Bengaluru, Chandigarh), Europe ( Berlin, Sweden, Poland)', 'We have served 100+ clients globally fulfilling their onsite-offshore needs through local hiring or sponsored work visas', 'With our strengths and capabilities, we aspire to support GLOBAL OEMs, Tier 1, Tier 2 companies in Automotive, Aerospace, BFSI, Consumer/Healthcare and Telecom space', 'Visit below link to see more opportunities with us']",https://www.linkedin.com//jobs/view/3481667908/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=4yVilf6%2FtRsu7Og5%2FnvD3Q%3D%3D&trk=d_flagship3_search_srp_jobs
322,Manager | Data Analyst - Insight Analytics,"Canberra, Australian Capital Territory, Australia",36,,"['Together with Partners and Directors, engage in opportunities targeted primarily within the Defence environment, and help to uncover opportunities in a range of federal and state government departments.', 'Lead small teams in designing, building and delivering innovative analytics and visualisation solutions using a range of available commercial applications, including SQL Server, SSIS, DataStage, Microsoft PowerBI and Tableau.', 'Lead operations to implement data mining, transformation, integration, analysis and visualisation solutions to answer our clients’ priority business questions.', 'Help to energise cross-competency teams for client project delivery, drawing on multiple skill sets to deliver client value in a highly collaborative, agile and accelerated manner.', 'Implement a data-backed and business-led approach to analytics, blending your Defence or commercial expertise with your analytical experience and a consulting mindset to deliver insights and value to our clients.', 'Coach and grow our team of analysts by sharing your technical expertise and experience, energy and passion within coaching and other learning activities.', 'Database development, data analysis and insight generation to solve business problems (e.g. SQL, MS Access, etc).', 'Creation of dashboards and reporting (e.g. Tableau, PowerBI, Qlik, etc.)', 'Building complex database queries to extract relevant data for analysis', 'Use of spatial data for analytics (QGIS, PostGIS etc).', 'Visualising and analysing data in meaningful ways, and be able to communicate insights effectively to a variety of stakeholders', 'Knowledge of good practice data visualisation techniques.']",https://www.linkedin.com//jobs/view/3412076226/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=jiKnIVmBgdyo2si1nSpZgA%3D%3D&trk=d_flagship3_search_srp_jobs
323,"Lead Data Analyst - Product, Features, & Growth (Remote)","Sydney, New South Wales, Australia",,,"['Coach a team of data specialists, composed of BI Analysts, Data Analysts and sometimes Analytics Engineers. This role will act as a driver of data strategy in this group and will coordinate closely with the Product Growth Manager.', 'It will require close coordination with several stakeholders and a real sense of drive and initiative to keep things moving. Nobody tells you what to do; you identify the opportunities where your team can make the largest impact and you see it through.', 'Although you are a technical guru, you also have people skills and know how to coordinate a team, align with stakeholders, and organise a data strategy in your particular area.', 'Find insights that help us understand both Canva and our customers - we want you to be creative and insightful, rather than just throwing the usual metrics at the wall to see what sticks.', 'Suggest and run interesting experiments that will actually move our metrics - when we push tests to 100% we want to actually see the bump in the relevant graph.', 'Build and maintain dashboards for your group’s initiatives, and make them look really good - you don’t need to be a designer or have any design talent, you just need to want to build cool things.', 'Own projects, data models, dashboards, and other artefacts and keep them up-to-date and high quality in a hyper-growth environment.', 'Use our giant databases to answer the sort of questions that sound really simple but turn out to be challenging (and fun!)Help us extend data literacy and curiosity throughout the whole company', 'Experience leading data analysts and/or cross functional teams.', 'Working with subscription-based data sets. It would be desirable if you have experience with collaborative products as well.', 'Strong competency with SQL; experience with data warehouses such as Snowflake, Redshift, or BigQuery is a plus!', 'Experience wrangling and analysing data using Python or R.', 'Experience with optimising product funnels, running experiments, and building dashboards that effectively communicate results and outcomes.', ""A grounding in mathematics / statistics and a bachelor's degree in a STEM area is preferred; but not required."", 'Experience with very large data sets is a huge plus, but not required.', 'Strong communication skills - verbal and written - be able to break down complex topics into simple solutions and ideas. Stakeholder management skills are vital in this role.', 'Competitive salary, plus equity options', 'Flexible working hours, we value work-life balance', 'In-house chefs that cook delicious breakfast and lunch for us each day', 'Free Yoga membership', 'Generous parental leave policy', 'Pet friendly offices including a garden, climbing wall, unisex toilets', 'Sponsored social clubs and team events', 'Fun and quirky celebrations', 'Relocation budget provided for interstate or overseas candidates', 'Equity packages for you to truly be a part of the Canva journey.', 'We have a hybrid work model (in-office & from home), with our offices are always open to you balancing flexibility and connection', 'Flexible leave so you can recharge, give back, support others or focus on your own professional development.', 'Inclusive parental leave policy that supports all parents and carers throughout their parenting and caring journey.', 'An annual Vibe & Thrive allowance. This is for you to spend on whatever will support your wellbeing and development.. because you know what you need to Vibe and Thrive, better than anyone.', 'Virtual and in-office wellness benefits including Canva University, Employee Assistant Programs and Fitness & Meditation Classes.', 'Canva For Good program matching your not-for-profit donations, Force for Good leave (3 paid volunteering days) and a range of sustainability and ethical initiatives to get involved in.']",https://www.linkedin.com//jobs/view/3095784672/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=meVpu9duW3rDIYFTg8VyIg%3D%3D&trk=d_flagship3_search_srp_jobs
324,Senior Data Analyst,"Sydney, New South Wales, Australia",2,,"['Contract till the end of June 2023 with possible extension.', 'Solid rate of $851.43 per day + Super.', 'Convenient Burwood location in the inner city with good transport links', 'Hybrid work environment with WfH allowances.', 'Quick start.', 'This role is part of Reporting, Analytics and Insights team, in Strategy, Portfolio and Investment. The team’s key purpose is to enable the Department timely access to trusted information to drive data driven actions and decision making. The team is building a strong culture of transparency and collaboration, key to success will be a team who understands the importance of the business context and connecting the analytics expertise to business SMEs.', 'Ensure data is inputted into systems correctly and is managed appropriately so that the business has access.', 'Extract data from different sources or databases in preparation for analysis and manipulate the data into a format suitable for manual or automated comparison.', 'Deploy automated solutions by establishing templated report-generating solutions, which can be used to populate standardised reports as required, and continually refine templates as required.', 'Use visualisation techniques, such as live spreadsheets and dynamic dashboards, to build reports and analysis, that are easily digestible by business users.', 'Design and implement a user interface, which allows end users to self-service required information without involving R&A resources.', 'Build reports and visual dashboards to enable real-time monitoring by users.', 'Proven experience in a similar Senior Data Analyst role.', 'Strong background knowledge in data visualisation and analytics.', 'Tertiary qualification/s in a relevant field.', 'Proven experience as part of a Reporting & Analytics function.']",https://www.linkedin.com//jobs/view/3492500348/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=%2BQaQcbJBEUQ9YPFsLI3E9Q%3D%3D&trk=d_flagship3_search_srp_jobs
325,Senior Data Analyst,"Sydney, New South Wales, Australia",29,,"['Acquire, ingest, and process data from multiple sources and systems into Big Data platforms', 'Query databases and other data environments to perform analysis and build reports', 'Identify and create new metrics and reporting that help drive business decisions', 'Employ advanced data modelling and forecasting techniques to explore strategic business opportunities and to prescribe actionable recommendations to leverage those opportunities', 'Create and deliver presentations and reports to stakeholders that clearly and concisely present analysis and recommendations', 'Understand, assess and map a complex data landscape', 'Collaborate with the team to map data fields to hypotheses and curate, wrangle, and prepare data for use in complex analysis or advanced analytical models', 'Provide insights using spatial analytics to improve insights and decision making', 'Create high quality geographical maps and routing solutions to align with business requirements', 'Manage the Report Lifecyle form requirements gathering to translation, design, build, test, visualisation, deployment and documentation and ensure the timely and accurate delivery of reports for the designated stakeholders', 'Design, build, test and operate scalable data pipelines and solutions while transforming and analysing data', 'Promote data literacy through coaching and delivering data sets and training to business users', 'Maintain our Information Security standards and adhere to the privacy policies of the NRMA Group when using data', 'Create and lead a strong working relationship with other business units and stakeholders so they understand and support data driven approaches', '""ME\'"" day - one extra day of paid leave per year, called a ME Day, to use at any time during the calendar year', 'Discounts on all NRMA insurances, group products and free roadside assistance', 'Accommodation discounts and VIP extras at our Award winning Tasmanian Lodges, Hotels and NRMA Holiday Parks', 'Access to exclusive member marketplace benefits - including discounts on fuel, movie tickets, attractions & experiences, cafes & restaurants and many more', 'Market leading 18 weeks paid primary and 4 weeks paid secondary parental leave entitlements', 'My Thanks reward and recognition program for great contributions to the team', 'Extensive online learning platforms and customised professional development', 'We made the 2022 AFR Boss Best Places to Work List', 'Recognised by the Workplace Gender Equality Agency as an Employer of Choice for Gender Equality', 'Certified as a Family Inclusive Workplace', 'Awarded 2022 Australian Workplace Equality Index (AWEI) Bronze Employer & 2022 AWEI Most Improved Employer']",https://www.linkedin.com//jobs/view/3470546307/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=4bW1lAhaFW5awz57zCSttg%3D%3D&trk=d_flagship3_search_srp_jobs
326,Senior Data Analyst,"Sydney, New South Wales, Australia",47,,"['Business analysis of “as is” internal processes. Specifically technical and process workflows related to project management and controls.', 'Documentation of process designs and workflows (as is).', 'Assessment of effectiveness of as is processes/tools/capability, and identification of improvement opportunities.', 'Impartial identification of process and functional requirements (define requirements which point to a solution as opposed to focusing on a tool based on non-existent requirements).', 'Engaging and building relationships with business owners, and subject matter experts.', 'Assessing RFI responses and determining follow up questions for respondent vendors to validate understanding of product offerings.', 'Assessing project data to identify improvement opportunities (people training, process, and or tools).', 'Working with current and new products to determine improvement or “to be” processes.', 'Coordination of training Programme and support DPMO deployments on major projects.', 'Develop, maintain, report building Power BI dashboards, author updates as requested', 'Design and generate database outputs for Power BI reporting tools for various use cases', 'Understand Power M Query and DAX code; additional on Python and R beneficial would be a plus', 'SharePoint super user beneficial but not required', 'Developing experience in AI and ML, and Business Intelligence', 'Data science skills: wrangling, visualisation, databases (SQL), modelling, and reporting', 'State of the art office and end of trip facilities', 'Agile working', 'Competitive salary and group bonus incentive scheme', 'Life, personal accident, and salary continuance insurance', 'Options to purchase additional annual leave', 'Annual Health Check']",https://www.linkedin.com//jobs/view/3449763859/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=45NFpFbEtYnNbdNQMiHLlg%3D%3D&trk=d_flagship3_search_srp_jobs
327,Data Analyst,"Brisbane, Queensland, Australia",81,Soumya Nair,"['Engaging and collaborating with data producers/owners and data consumers across business units, assess and propose data sourcing strategies as well as a support the assessment of feasibility of data solutions', 'Working with business stakeholders to understand their objectives and requirements and how these can be best supported by data analytics', 'Translating business requirements into clearly defined data requirements', 'Help the teams to realise business value from the data products through training, education on access or usage', 'Identify and recommend new data and analytics capabilities, tools and services that will enhance our overall data science capabilities.', '3+ years experience working with data, algorithms and modelling in a business environment', '3+ years experience in designing and developing solutions across the data analytics maturity scale (i.e. descriptive, diagnostics, predictive and prescriptive).', 'Ability to understand data implementation challenges and being able to tailor the analytics solutions accordingly', 'Extensive data visualisation and reporting experience (using tools like Tableau, PowerBI, Google data studio)', 'Experience working with complex business data sets', 'Self-learner who is interested in keeping current with the changing data and analytics landscape.', 'Proven problem-solving and creative thinking abilities.', 'Excellent communication skills with the ability to present complex information simply and effectively.', 'Combines both deep technical and interpersonal skills to be able to engage with colleagues from all areas of the business.', 'Excels at working either independently and in a highly-collaborative environment.', 'Proficiency with MS Office (Excel in particular)', 'Programming skills: SQL, Python, Java or Scala', 'Telecommunications industry experience', 'Business analytics/reporting experience', 'Cloud Service Providers Machine Learning and AI services experience (GCP in particular)', 'Knowledge Graph and Semantic Web technologies experience']",https://www.linkedin.com//jobs/view/3450631788/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=ogffqcjgmRXHaBzz4huW7Q%3D%3D&trk=d_flagship3_search_srp_jobs
328,Lead Data Analyst,"Melbourne, Victoria, Australia",40,Yash Jain,"['Lead the recommendation, design, implementation and operation of data & analytics data models', 'Lead the development and adoption of methodologies, tools, standards and processes for data analysis', 'Engage with stakeholders to translate a business problem into a data and analytics solutions that meet customer requirements.', 'Lead the analysis of complex issues, leveraging internal and external datasets to provide meaningful and action-oriented insights to address key issues and customer questions', 'Collaboratively works with stakeholders and cross functional teams to deliver projects and customer requests, with responsibility for directing large components of work', 'Guide and coach staff members in a technical capacity relating to domain knowledge and data analysis skills', 'Mastery (5+ years) in statistical analysis approaches', 'Mastery (5+ years) in delivering data visualisation products such as dashboards, reports and data mapping', 'Mastery (5+ years) in data migration and analysis tools such as SQL, mulesoft (preferably)', 'Deep domain expertise and knowledge (5+ years) in one or more areas aligned with key stakeholder groups, e.g. Research, HR, Learning & Teaching', 'Experience with agile (data) development and operations (DataOps) will be highly', 'Experience in Decommissioning Applications and Developing / delivering Archiving Solutions', 'Strong analytic capability, with the ability to integrate team efforts to achieve goals and overall program activities into the larger organisation', 'Strong communication and interactive skills - oral, written, visual - especially for triaging conflict, navigating ideation barriers, mitigating risk, fostering thought diversity and liaising / negotiating with a range of people to achieve agreed outcomes', 'Demonstrated experience in the design, delivery and operation of data solutions for education institutions will be highly']",https://www.linkedin.com//jobs/view/3478688226/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=127gArDyUelqKTAU1r8svg%3D%3D&trk=d_flagship3_search_srp_jobs
329,Data Analyst - Alteryx,"Sydney, New South Wales, Australia",6,,"['Collect, analyze, and interpret large sets of data', 'Develop and implement data analysis and reporting solutions using Alteryx, SQL, and Power BI', 'Design, build, and maintain dashboards and reports to support business decision making', 'Collaborate with cross-functional teams to identify and solve complex data challenges', 'Communicate data insights to stakeholders and make recommendations for data-driven decision making', 'Strong experience with Alteryx, SQL, and Power BI', 'Proven experience in data analysis and data visualization', 'Enterprise environment exp (No FS exp required)', 'Strong communication and interpersonal skills', 'Ability to work independently and as part of a team']",https://www.linkedin.com//jobs/view/3469817245/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=hQHseP%2BIkR0yFZaXVAQG2A%3D%3D&trk=d_flagship3_search_srp_jobs
330,Senior Data Engineers - Big Data,"Sydney, New South Wales, Australia",6,,"[""In this exciting program of work, you'll be playing a key role in this long term data transformation."", ""As a an experienced Data Engineer, you'll be using your data warehousing and data modelling experience to deliver across a range of complex and diverse projects"", 'If you are stuck in a role where you have no scope to learn new big data or cloud technologies, then this is the role for you!', 'Strong data warehousing experience', 'Prior experience using Big Data Tools', 'Python experience with knowledge of an OO programming language', 'Exceptional problem solving skills']",https://www.linkedin.com//jobs/view/3473699893/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=8e7211E%2BEECV9nKGrLY24g%3D%3D&trk=d_flagship3_search_srp_jobs
331,Master Data Analyst,"Alexandria, New South Wales, Australia",40,,"['Gather information requirements and working with the business to define standards and rules to ensure master data is compliant with defined information, policies, and quality requirements within the functional areas.', 'Identify and execute robust and continuous improvement opportunities within the data management processes in the applicable systems', 'Align the master data process across the business as well as ongoing maintenance of this process', 'Define processes to maintain, monitor, and verify the accuracy of master data in the applicable systems', 'Responsible for the maturity of the Master Data Management strategy', 'Participate in strategic projects and drive solutions that aligns with data strategy', 'Monitor the workflow process for new data requests, changes, and deletions and entering (create / change / delete) data in appropriate systems.', 'Creating and maintaining consistent reference data and master data definitions', 'Foresee, plan and lead Master Data enhancements, implementations, operations and support', 'Contribute to business processes for managing reference and master data throughout the data lifecycle, including data quality, metadata, and workflow', 'Ability to align the master data process across the business as well as ongoing maintenance of this process', 'Closely interact with business data stewards and/or subject matter experts (SMEs) and provide master data subject matter expert input to various project teams as it relates to master data management and governance.', 'Enable master data stewards to closely monitor or identify missing or incorrect master data via defined processes, reports or tools', 'Maintain data accuracy and timeliness which is critical highly visible aspect of the position as it impacts financial performance of the business.', 'Acts as the routine contact point, receiving and handling requests for master data. Responds to all queries related to master data management in systems and the following co-ordination activities', 'Bachelor’s degree, Masters or MBA in a relevant area of study', '3-5 years of enterprise data management experience', 'SAP FICO experience as well as knowledge of integration to other systems would be highly recommended', 'Experience in implementing Data Quality and Data Governance around MDM programs', 'Excellent communication and presentation skills and the ability to interact appropriately with all levels of the organization', 'High level organizational and project management skills to handle multiple concurrent assignments in a timely manner', 'Strong data management and integration experience', 'Excellent time management skills with the ability to work independently and prioritize tasks', 'Proven strong Stakeholder interactions: communication, negotiation & influencing', 'Advanced analytical and problem solving skills with the ability to understand business and technical functions, process information quickly and assess impacts to data elements.', 'Experience with Data Lineage, Business Glossary highly desirable', 'Ability to work strategically and collaboratively across functions/divisions', 'Advanced Microsoft Office Word, PowerPoint, Visio and Excel']",https://www.linkedin.com//jobs/view/3441494999/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=ZexgeNTkFxnGr4N4kM6hag%3D%3D&trk=d_flagship3_search_srp_jobs
332,Senior Data Analyst,"Brisbane, Queensland, Australia",37,,"['Employer of choice', 'Leading Oil&gas company', 'Superior technology', 'Should be familiar with Kanban, daily standup and taking ownership of one task at a time to completion.', 'Perform data analysis on source systems as defined by our data architect in order to complete an engineering template in Azure Databricks.', 'Have some knowledge of python would be valuable by not mandatory.', 'Have strong Data Quality skills and the ability to run tests to ensure data completeness is critical to the success.', 'Additional duties may include assisting the business with SQL queries and optimization, assisting with reporting and data visualization in tools like Azure Databricks and Microsoft PowerBI']",https://www.linkedin.com//jobs/view/3481001934/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=yhg9io62JM%2Fq0gKsYFV9sw%3D%3D&trk=d_flagship3_search_srp_jobs
333,"Senior People Data Analyst (Bangkok Based, relocation provided)","Melbourne, Victoria, Australia",1,,"['Add immediate value to the organization by delivering insightful analysis, dashboards and presentations to business & leadership about People data (recruitment, attrition, performance) to support long-term strategic decision making', 'Get involved in the operational Budgeting and Workforce planning of the company', 'Provide financial analysis & commentary on month-end financials & KPIs/OKRs', 'Be a trusted advisor to Business Partners across the organization', 'Enhance the understanding and key levers of the Agoda business', 'Bachelor’s degree required', '3-5 years of experience as Data analyst, preferably in an HR environment', '2-3 years of practical experience with MSSQL (or equivalent database), Tableau visualization', 'High level of discretion, confidentiality and ethics', 'Ability to work well with employees in a highly multi-cultural environment', 'Strong attention to detail and accuracy', 'Self-starter with ability to work independently, while also collaborating with cross-functional teams', 'Ownership mindset and ability to meet tight deadlines with a logical, methodical approach to prioritizing tasks and responsibilities', 'Experience with OneStream software', 'Workforce planning and Budgeting experience', 'Commercial awareness, ability to think both analytically and strategically, to identify about underlying business issues', 'Willingness to challenge the status quo and propose improvements in existing processes', 'Curiosity and willingness to get involved in the business to understand the story behind the numbers']",https://www.linkedin.com//jobs/view/3484471523/?alternateChannel=search&refId=Qf5cOnCoTVtZkH%2FM2kgaOg%3D%3D&trackingId=xz%2FFv%2BYYFQDZkhZNE9Jk7g%3D%3D&trk=d_flagship3_search_srp_jobs
